"y_residuals","beta_1_residuals","beta_2_residuals","beta_3_residuals","beta_4_residuals","beta_5_residuals"
1.41008983518622,8.66625140733148,-0.0658132762718159,-0.0376985954650488,-0.38099226838796,-0.134390923433634
-0.264863870543254,-0.00696064452720383,0.138467623729046,-0.0928726466511253,-0.320312603782395,-0.352638979891739
-0.394584435936109,-0.112558853337809,1.42552811566343,2.43105920772952,0.491137135400853,-0.964405912839899
0.59158069597108,-0.00372112572105629,-1.13895857499785,0.415664080880014,0.207017953100465,-0.3622527662398
-1.03007404659131,-0.120973743405516,1.61138717937509,-1.13204566071494,-0.590145069082029,-0.299066254527217
1.85554782184261,-0.136283949095269,-3.45162785548308,0.398956417724502,-0.152443396149992,0.0577158952976147
-0.0952363404059266,-0.0738225193034843,70.8004660702429,-1.05660373920789,-1.56777372164226,0.848990660585011
0.558366994808801,-0.139868136916547,-1.56962802998863,2.01522897505621,1.6555054760657,-1.18650323667687
1.08448056271086,-0.156855341953125,17.7257368412341,-1.81762902358862,-1.5655042510352,3.02407012632371
0.277196675297107,0.176952290787286,-27.6033447728358,0.991977011255133,0.616188933434885,-1.1513729624835
0.354842930111021,-0.314297679917602,-1.62005510937029,0.609730269576461,-0.683164106569376,-1.16995260098218
-0.248295317476455,-0.0392673876610463,5.25527009731031,1.02630308085005,-0.442350591407091,-0.725278358430875
-1.70539212585851,-0.0717551318417657,6.64673338681533,1.35426231875102,0.215651815726272,-1.32860724888114
-0.764010804834564,0.1069223134979,2.33550373704778,0.00548546004187035,0.0397834862191342,0.177438211915784
1.71345285763128,-0.145185400360906,-2.750326384969,1.28406184695436,0.182598588075504,-1.27480999099598
1.16663360811599,-0.210841769186869,-1.67119721088697,0.000751329754577483,-0.833998290345113,-0.163189685522275
-0.161251748539081,-0.0488860093572142,4.35496279161472,-1.10619693508398,-0.341262904282404,1.55171349381736
-0.0125331026863983,-0.205339486776231,-3.08990526484589,0.990737128272025,0.215117840229496,-0.352230615397538
1.10050208086078,-0.153388173008017,7.69733264643273,0.49779497859731,-0.153755278042019,-0.578002950378651
0.193301958430097,-0.0332096793615325,8.62062241808213,0.0255357933791368,-0.232996113736604,0.318807321882885
-1.41958476421401,-0.0275780664585238,67.1345491168915,-1.32622607118955,-0.475252009689691,0.206942965343994
1.37860659438619,0.372013038221742,-5.42014842560895,-1.9777752097135,9.74256544984036,1.09371552303427
1.08467811901897,-0.436699202566148,-6.59811636425355,1.31874127389624,-0.693998417766505,-1.16905963435364
1.52316189345889,-0.106300832344273,3.2782845759549,0.805808242690152,0.0537107062609348,-0.700604468129827
-1.24546026800476,0.173015892809915,0.65412023258566,-0.1525720624969,-0.263701511002838,-0.476466217150316
-0.724281876304911,-0.000777615256467758,48.7582385448196,-0.622933683219217,-0.563532740827227,0.389924540182374
1.25863615263986,-0.102722951222933,-1.09452865219165,0.0432475321134008,-0.430515681934363,-0.099630289315739
-1.22759742888123,0.180196722069752,5.55260655060708,-1.0206494598683,-0.530281318245508,1.3826602707263
-0.910973359427464,0.0536856815536994,9.28059551261346,-0.633088630034492,0.167753261738837,0.3509148236976
0.164926312896833,0.23243891081098,-3.49455655782964,1.3764125615247,1.36620175877207,-1.19726934643404
1.07673649354137,-0.0619619048532766,-82.0640642485177,0.221388875575981,-0.32612925168104,-0.382693733382527
-0.100167961999234,-0.123831459449038,-10.3050498243694,0.193988302178295,0.334690510761146,-1.05034852149482
0.291124802476502,0.0759320352138221,-9.10196402636379,-0.400125705873673,-0.281668713058026,0.245914291517529
-1.64068587623987,-0.00522321641733145,11.5654781556906,-0.0547568846009327,-0.119809254687037,0.840148572877967
-0.312658195924299,0.099692183258082,1.0960139038154,-1.03365979933112,-0.0602446311230078,0.295453482148863
-2.14093212872756,0.084128459833256,10.2080744770656,0.0788998973588268,0.107548715464657,-0.159996656042481
-0.172991231701471,0.10019183090159,0.577250501327161,-1.08234404131074,-0.0617553647871719,0.65157065061464
0.439818687098995,-0.18403894902763,-4.56661988279606,-0.200944507837324,0.224000597366023,-0.450081930966676
-1.11131352388551,0.166992131308807,10.6610616838184,0.17092108368296,0.377648915428305,0.057449408437951
0.266550131632869,-0.150139865827231,1.04752127281784,-0.932198418489951,-0.29803465361303,-0.0294593066030556
-0.406501860658731,-0.162038985457206,-2.91062198374135,-0.86729290905764,-0.515358227847029,-0.917856986350208
-0.427259363601164,0.0262117290858217,64.6492080413885,-0.670200090690031,-0.0208248408782837,1.66337763890174
0.686919636482261,-0.0615191989214721,-4.3800263839151,-0.361753348217234,0.32578555753662,1.74862738531353
1.52031846889961,-0.0126564448342833,-171.92748761956,0.823412602022358,0.0649747669709891,-0.471117956606155
0.0155873607283069,-0.135675580578579,0.902465855911397,-1.71278226259223,-1.55648361635163,1.15764077174373
-1.67141916396699,-0.0945554904035378,4.81644861840175,-0.709530597463439,-0.326388551120504,0.289067328343396
0.103488024002474,-0.0620095535972859,0.664931120276894,-0.778553034316445,-1.24384444891251,0.388793589861953
-1.91911094128711,-0.0225878868561969,11.2339202363544,0.117394572624386,-0.472309793742634,0.817109760986152
-1.27263517523988,0.741278264301329,0.601314572367887,3.74640611604858,0.729822741325917,-0.420523024814322
-0.159446834576401,0.0185907769231906,3.37544591966676,0.973331865143311,0.213380247495402,-0.00401714462550808
1.20860456779634,0.243997142213401,-7.62730353461147,1.02630166374102,0.0252086649605855,-1.35500389080494
-0.608833901171748,0.104628197888696,3.90086667924009,1.54060684628352,0.449972579469004,-0.66828376968373
1.34294293640281,-0.0566508178266292,-4.69467044055711,-1.05927693402891,-0.50489368404107,-0.861742329374346
-1.45611751830925,0.426227044711325,26.8364405154098,1.19577200284123,1.79833971443594,0.713169593601317
0.713313955382893,-0.258376044885534,-0.524716170516454,-0.607132469477388,-0.279006272718481,0.410365550979404
1.03795731364932,-0.421809414193962,-17.3862336961625,-1.59088267494941,-0.847008373591813,0.253771694103227
-1.63012562524001,0.104473411843846,1.9311859121939,-0.340072327201751,0.138347668012245,1.38940326816166
0.191903449228414,0.172334864152199,0.384131688837431,0.294782086243218,0.277280793490805,-0.343824436710571
0.524089844585368,-0.0250542364301563,-4.20399760037166,0.530033664129177,0.327063652900324,-0.347351673969218
0.129156866738946,-0.008676851352709,-83.2722529459316,0.399642218987192,-0.00156006571443528,-0.639997642892355
-0.25914272689226,-0.101986305187224,-2.05110577353698,-0.408230305203191,0.0879772750370135,-0.291133403761388
1.35605198948762,-0.222714296280406,-11.7366721998678,-0.27882590133002,-0.0974673877564008,-0.675006881392248
0.553587077788613,0.00585454724510238,-6.34679491977677,-0.474553994847987,-0.923477106675174,-0.0209250465562041
1.42877260212504,-0.256530393703001,-1.10483662861999,1.41144275047101,0.351139603633869,-1.43087226764427
0.358710117750256,-0.00485239906910814,-22.6717210311432,0.685740226354123,-0.33583772681196,-0.992555088618838
-0.678629597110033,0.161341975613455,2.20812874170589,0.321639872038942,-0.283799469701888,-0.858804788664223
-0.338639403545253,0.158473135932103,4.64900790849536,0.160697981396404,0.0322571008999228,-0.32368795266175
0.374279821791544,0.0611931811776153,-13.6030523493746,-0.92953173933147,-0.586353819716381,0.424392340447999
0.0637171846141067,-0.344813249663557,5.15925285079564,-0.722441892773399,-1.36398828307026,0.0227999090295216
-0.024232260400873,0.0839854045310145,2.64265548139059,-0.234852798764448,-0.557879027468464,1.01578861198934
-0.5068850713,0.00988043857824122,-3.36777059663415,0.1250349144273,-0.740334769815373,-0.928604195306703
1.42842663614091,-0.0712163599534468,-91.3898929571409,0.574144790787423,-1.18706486698331,0.373472222913414
-0.358100095251407,-0.205347679234057,-1.27010510342273,1.05129562815257,0.660391640441365,-0.903291711149269
0.373002655157853,-0.098910028618533,-4.02413098376134,0.26117091863638,-0.948217480471938,-0.345468692414483
0.0175086753098351,-0.0858107882974793,-21.8379046087786,1.02580220052993,-0.437922712247683,-1.21100116969967
-0.0883124453344805,0.0624614555576654,7.44658894717177,1.14142766973932,-0.111687680415374,-0.879525617982639
